BMI_Overweight,BMI_Overwgt8,BMI_Overwgt4,BMI,Avg 0,BMI_Class,HR,Outlier,Number of Records,Avg,Handedness,Height,Name,Weight
Normal,"N3: [22,24)",Normal 2,23.010315414,Batted,b Normal,2,Good Data,1,0.261,Left,71,Jose Tartabull,165
Normal,"N1: [19,22)",Normal 1,20.540540541,Batted,b Normal,235,Good Data,1,0.273,Left,74,Ben Oglivie,160
Normal,"N1: [19,22)",Normal 1,21.824324324,No Batting,b Normal,0,Good Data,1,0,Right,74,Luis Sanchez,170
Overweight,"O1: [25,25.5)",OvWgt 1,25.107142857,Batted,c Overwgt,44,Good Data,1,0.272,Right,70,Bob Johnson,175
Overweight,"O1: [25,25.5)",OvWgt 1,25.056805525,Batted,c Overwgt,93,Good Data,1,0.264,Both,67,Don Buford,160
Normal,"N3: [22,24)",Normal 2,23.731674383,Batted,b Normal,1,Good Data,1,0.271,Left,72,Duane Kuiper,175
Overweight,"O4: [26.5,30)",OvWgt 2,26.870222222,Batted,c Overwgt,38,Good Data,1,0.247,Right,75,Brant Alyea,215
Overweight,"O2: [25.5,26)",OvWgt 1,25.620444444,Batted,c Overwgt,21,Good Data,1,0.211,Left,75,Jerry Narron,205
Normal,"N3: [22,24)",Normal 2,23.707597699,Batted,b Normal,48,Good Data,1,0.258,Right,71,Lou Johnson,170
Overweight,"O1: [25,25.5)",OvWgt 1,25.087770062,Batted,c Overwgt,14,Good Data,1,0.264,Left,72,Ken Retzer,185
Overweight,"O1: [25,25.5)",OvWgt 1,25.033783784,Batted,c Overwgt,23,Big Hgt & Wgt,1,0.265,Right,74,Mike Brown,195
Overweight,"O1: [25,25.5)",OvWgt 1,25.033783784,No Batting,c Overwgt,0,Big Hgt & Wgt,1,0,Right,74,Mike Brown,195
Overweight,"O2: [25.5,26)",OvWgt 1,25.620444444,Batted,c Overwgt,113,Good Data,1,0.26,Left,75,Greg Walker,205
Normal,"N3: [22,24)",Normal 2,23.733552632,Batted,b Normal,36,Good Data,1,0.253,Right,76,Terry Harper,195
Normal,"N2: [22,23)",Normal 1,22.375578704,Batted,b Normal,40,Good Data,1,0.249,Right,72,Jerry Royster,165
Overweight,"O2: [25.5,26)",OvWgt 1,25.724338525,No Batting,c Overwgt,0,Good Data,1,0,Left,73,Steve Davis,195
Normal,"N4: [24,25)",Normal 2,24.950657895,No Batting,b Normal,0,Good Data,1,0,Left,76,Jeff Rineer,205
Normal,"N3: [22,24)",Normal 2,23.745777778,Batted,b Normal,56,Good Data,1,0.272,Right,75,Barry Bonnell,190
Overweight,"O2: [25.5,26)",OvWgt 1,25.724338525,Batted,c Overwgt,12,Good Data,1,0.154,Right,73,Tom Seaver,195
Overweight,"O2: [25.5,26)",OvWgt 1,25.724338525,Batted,c Overwgt,85,Good Data,1,0.251,Right,73,Jerry Martin,195
Normal,"N4: [24,25)",Normal 2,24.389795918,Batted,b Normal,44,Good Data,1,0.267,Right,70,Bill Stein,170
Normal,"N4: [24,25)",Normal 2,24.409722222,Batted,b Normal,80,Good Data,1,0.265,Right,72,Joel Youngblood,180
Overweight,"O3: [26,26.5)",OvWgt 2,26.443865741,Batted,c Overwgt,563,Good Data,1,0.262,Left,72,Reggie Jackson,195
Normal,"N2: [22,23)",Normal 1,22.148708255,Batted,b Normal,7,Good Data,1,0.251,Left,69,Sonny Jackson,150
Overweight,"O3: [26,26.5)",OvWgt 2,26.085343228,No Batting,c Overwgt,0,Good Data,1,0,Left,77,Mark Mercer,220
Normal,"N1: [19,22)",Normal 1,21.697530864,Batted,b Normal,3,Good Data,1,0.236,Both,72,Rodney Scott,160
Overweight,"O2: [25.5,26)",OvWgt 1,25.845588235,Batted,c Overwgt,12,Good Data,1,0.265,Left,68,Rich Coggins,170
Normal,"N3: [22,24)",Normal 2,23.745543254,Batted,b Normal,14,Good Data,1,0.238,Right,73,Phil Gagliano,180
Normal,"N4: [24,25)",Normal 2,24.409722222,Batted,b Normal,27,Good Data,1,0.237,Right,72,Jerry McNertney,180
Overweight,"O3: [26,26.5)",OvWgt 2,26.317567568,Batted,c Overwgt,72,Good Data,1,0.266,Left,74,Mitchell Page,205
Overweight,"O1: [25,25.5)",OvWgt 1,25.102162269,Batted,c Overwgt,12,Good Data,1,0.239,Right,71,Kiko Garcia,180
Normal,"N1: [19,22)",Normal 1,21.833140432,Batted,b Normal,11,Good Data,1,0.254,Both,72,Larry Milbourne,161
Overweight,"O1: [25,25.5)",OvWgt 1,25.064740101,Batted,c Overwgt,59,Good Data,1,0.234,Both,73,Bill Sudakis,190
Normal,"N2: [22,23)",Normal 1,22.496,No Batting,b Normal,0,Good Data,1,0,Right,75,John Caneira,180
Normal,"N2: [22,23)",Normal 1,22.094285714,Batted,b Normal,8,Good Data,1,0.24,Right,70,Domingo Ramos,154
Normal,"N3: [22,24)",Normal 2,23.75,Batted,b Normal,42,Good Data,1,0.265,Both,74,Ron Oester,185
Normal,"N3: [22,24)",Normal 2,23.745543254,Batted,b Normal,34,Good Data,1,0.28,Left,73,Glenn Adams,180
Normal,"N3: [22,24)",Normal 2,23.085944830,No Batting,b Normal,0,Good Data,1,0,Right,73,Clint Zavaras,175
Overweight,"O1: [25,25.5)",OvWgt 1,25.056805525,Batted,c Overwgt,268,Good Data,1,0.271,Left,67,Joe Morgan,160
Overweight,"O2: [25.5,26)",OvWgt 1,25.765817901,Batted,c Overwgt,35,Good Data,1,0.267,Both,72,R.J. Reynolds,190
Overweight,"O2: [25.5,26)",OvWgt 1,25.559210526,No Batting,c Overwgt,0,Good Data,1,0,Right,76,Mike Parrott,210
Overweight,"O1: [25,25.5)",OvWgt 1,25.033783784,Batted,c Overwgt,106,Good Data,1,0.255,Left,74,Lee Thomas,195
Overweight,"O4: [26.5,30)",OvWgt 2,27.601351351,Batted,c Overwgt,61,Good Data,1,0.256,Right,74,Ray Fosse,215
Normal,"N3: [22,24)",Normal 2,23.731674383,Batted,b Normal,14,Good Data,1,0.233,Both,72,Paul Popovich,175
Overweight,"O1: [25,25.5)",OvWgt 1,25.102162269,Batted,c Overwgt,12,Good Data,1,0.216,Left,71,John Stephenson,180
Normal,"N4: [24,25)",Normal 2,24.409722222,Batted,b Normal,12,Good Data,1,0.229,Left,72,Doug Clemens,180
Overweight,"O1: [25,25.5)",OvWgt 1,25.087770062,No Batting,c Overwgt,0,Good Data,1,0,Right,72,Luis Aponte,185
Normal,"N4: [24,25)",Normal 2,24.409722222,Batted,b Normal,7,Good Data,1,0.199,Right,72,Orlando Mercado,180
Normal,"N2: [22,23)",Normal 1,22.426346406,Batted,b Normal,69,Good Data,1,0.239,Right,73,Charley Smith,170
Overweight,"O2: [25.5,26)",OvWgt 1,25.675675676,No Batting,c Overwgt,0,Good Data,1,0,Right,74,Paul Boris,200
Normal,"N2: [22,23)",Normal 1,22.313033128,Batted,b Normal,6,Good Data,1,0.205,Both,71,Buddy Biancalana,160
Normal,"N3: [22,24)",Normal 2,23.053626543,No Batting,b Normal,0,Good Data,1,0,Right,72,De Wayne Buice,170
Overweight,"O1: [25,25.5)",OvWgt 1,25.064740101,Batted,c Overwgt,14,Good Data,1,0.2,Right,73,Bob Uecker,190
Normal,"N3: [22,24)",Normal 2,23.010315414,Batted,b Normal,27,Good Data,1,0.254,Right,71,Felix Torres,165
Overweight,"O2: [25.5,26)",OvWgt 1,25.824489796,Batted,c Overwgt,52,Good Data,1,0.271,Left,70,Steve Braun,180
Normal,"N4: [24,25)",Normal 2,24.405141678,Batted,b Normal,84,Good Data,1,0.271,Right,73,Ray Knight,185
Normal,"N3: [22,24)",Normal 2,23.053626543,Batted,b Normal,6,Good Data,1,0.238,Left,72,Ty Cline,170
Normal,"N1: [19,22)",Normal 1,21.871111111,Batted,b Normal,20,Good Data,1,0.272,Left,75,Thad Bosley,175
Normal,"N3: [22,24)",Normal 2,23.108108108,Batted,b Normal,224,Good Data,1,0.266,Right,74,Bobby Grich,180
Normal,"N3: [22,24)",Normal 2,23.731674383,Batted,b Normal,121,Good Data,1,0.254,Left,72,Jimmie Hall,175
Overweight,"O2: [25.5,26)",OvWgt 1,25.724338525,Batted,c Overwgt,26,Good Data,1,0.219,Right,73,John Boccabella,195
Normal,"N2: [22,23)",Normal 1,22.955102041,Batted,b Normal,1,Good Data,1,0.26,Left,70,Brock Davis,160
Overweight,"O1: [25,25.5)",OvWgt 1,25.064740101,No Batting,c Overwgt,0,Good Data,1,0,Right,73,Mark Esser,190
Overweight,"O1: [25,25.5)",OvWgt 1,25.033783784,Batted,c Overwgt,112,Good Data,1,0.237,Left,74,Curt Blefary,195
Normal,"N2: [22,23)",Normal 1,22.516447368,No Batting,b Normal,0,Good Data,1,0,Right,76,Daryl Smith,185
Overweight,"O1: [25,25.5)",OvWgt 1,25.064740101,No Batting,c Overwgt,0,Good Data,1,0,Right,73,Dave Smith,190
Normal,"N3: [22,24)",Normal 2,23.745543254,Batted,b Normal,133,Good Data,1,0.252,Left,73,Mack Jones,180
Normal,"N3: [22,24)",Normal 2,23.707597699,Batted,b Normal,52,Good Data,1,0.226,Right,71,Buddy Bradford,170
Normal,"N3: [22,24)",Normal 2,23.085944830,Batted,b Normal,17,Good Data,1,0.259,Left,73,Hosken Powell,175
Normal,"N4: [24,25)",Normal 2,24.405141678,No Batting,b Normal,0,Good Data,1,0,Left,73,Dave Stapleton,185
Normal,"N3: [22,24)",Normal 2,23.481703884,Batted,b Normal,41,Good Data,1,0.271,Right,73,Dave Stapleton,178
Overweight,"O1: [25,25.5)",OvWgt 1,25.033783784,Batted,c Overwgt,130,Good Data,1,0.276,Right,74,Gary Ward,195
Normal,"N3: [22,24)",Normal 2,23.713948389,Batted,b Normal,3,Good Data,1,0.136,Right,77,Jim Lonborg,200
Normal,"N3: [22,24)",Normal 2,23.731674383,Batted,b Normal,32,Good Data,1,0.233,Right,72,Joe Lis,175
Overweight,"O1: [25,25.5)",OvWgt 1,25.102162269,Batted,c Overwgt,86,Good Data,1,0.253,Left,71,Dan Meyer,180
Normal,"N4: [24,25)",Normal 2,24.409722222,Batted,b Normal,19,Good Data,1,0.265,Left,72,Jim Holt,180
Normal,"N4: [24,25)",Normal 2,24.391891892,No Batting,b Normal,0,Good Data,1,0,Right,74,Tom Klawitter,190
Normal,"N3: [22,24)",Normal 2,23.745777778,Batted,b Normal,107,Good Data,1,0.274,Right,75,Larry Herndon,190
Normal,"N3: [22,24)",Normal 2,23.713948389,No Batting,b Normal,0,Good Data,1,0,Left,77,Gary Christenson,200
Normal,"N4: [24,25)",Normal 2,24.306797099,No Batting,b Normal,0,Big Hgt & Wgt,1,0,Right,77,Jim Wright,205
Normal,"N1: [19,22)",Normal 1,21.766747983,No Batting,b Normal,0,Big Hgt & Wgt,1,0,Right,73,Jim Wright,165
Normal,"N3: [22,24)",Normal 2,23.460455247,Batted,b Normal,5,Good Data,1,0.255,Both,72,Wallace Johnson,173
Normal,"N4: [24,25)",Normal 2,24.405141678,No Batting,b Normal,0,Good Data,1,0,Left,73,Mike Kinnunen,185
Normal,"N3: [22,24)",Normal 2,23.053626543,Batted,b Normal,24,Good Data,1,0.236,Right,72,Eddie Leon,170
Normal,"N1: [19,22)",Normal 1,20.749704841,No Batting,b Normal,0,Good Data,1,0,Left,77,Dave Rajsich,175
Normal,"N4: [24,25)",Normal 2,24.404879984,Batted,b Normal,21,Good Data,1,0.26,Right,71,Jim Wohlford,175
Normal,"N4: [24,25)",Normal 2,24.3853125,Batted,b Normal,10,Good Data,1,0.168,Right,80,J.R. Richard,222
Normal,"N1: [19,22)",Normal 1,20.540540541,Batted,b Normal,19,Good Data,1,0.227,Left,74,Bill Voss,160
Overweight,"O2: [25.5,26)",OvWgt 1,25.765817901,Batted,c Overwgt,121,Good Data,1,0.279,Right,72,Keith Moreland,190
Normal,"N2: [22,23)",Normal 1,22.237755102,No Batting,b Normal,0,Good Data,1,0,Right,70,Ramon Pena,155
Overweight,"O4: [26.5,30)",OvWgt 2,27.799961420,Batted,c Overwgt,78,Good Data,1,0.288,Right,72,Alex Johnson,205
Normal,"N3: [22,24)",Normal 2,23.745543254,Batted,b Normal,15,Good Data,1,0.266,Left,73,Wayne Krenchicki,180
Overweight,"O2: [25.5,26)",OvWgt 1,25.799444555,No Batting,c Overwgt,0,Good Data,1,0,Right,71,Chico Escarrega,185
Normal,"N2: [22,23)",Normal 1,22.313033128,Batted,b Normal,10,Good Data,1,0.236,Right,71,Dave Rosello,160
Overweight,"O2: [25.5,26)",OvWgt 1,25.995377778,No Batting,c Overwgt,0,Good Data,1,0,Right,75,Cardell Camper,208
Normal,"N3: [22,24)",Normal 2,23.010315414,Batted,b Normal,57,Good Data,1,0.244,Right,71,Paul Schaal,165
Normal,"N4: [24,25)",Normal 2,24.404879984,Batted,b Normal,13,Good Data,1,0.249,Right,71,Tito Landrum,175
Normal,"N3: [22,24)",Normal 2,23.053626543,Batted,b Normal,14,Good Data,1,0.237,Right,72,Dave Edwards,170
Normal,"N2: [22,23)",Normal 1,22.237755102,Batted,b Normal,7,Good Data,1,0.257,Right,70,Mario Guerrero,155
Normal,"N3: [22,24)",Normal 2,23.745543254,Batted,b Normal,153,Good Data,1,0.245,Both,73,Tom Tresh,180
Normal,"N4: [24,25)",Normal 2,24.391891892,No Batting,b Normal,0,Good Data,1,0,Right,74,Mike Overy,190
Normal,"N4: [24,25)",Normal 2,24.409722222,Batted,b Normal,17,Good Data,1,0.238,Both,72,Ron Roenicke,180
Normal,"N1: [19,22)",Normal 1,21.697530864,Batted,b Normal,7,Good Data,1,0.245,Right,72,Doug Griffin,160
Normal,"N2: [22,23)",Normal 1,22.375578704,Batted,b Normal,1,Good Data,1,0.172,Right,72,Steve Blass,165
Normal,"N1: [19,22)",Normal 1,21.182432432,Batted,b Normal,22,Good Data,1,0.222,Right,74,Johnnie LeMaster,165
Overweight,"O1: [25,25.5)",OvWgt 1,25.064740101,No Batting,c Overwgt,0,Good Data,1,0,Right,73,Craig Chamberlain,190
Normal,"N2: [22,23)",Normal 1,22.955102041,Batted,b Normal,2,Good Data,1,0.226,Right,70,Nate Oliver,160
Overweight,"O1: [25,25.5)",OvWgt 1,25.102162269,Batted,c Overwgt,5,Good Data,1,0.191,Left,71,Ray Sadecki,180
Normal,"N3: [22,24)",Normal 2,23.745543254,Batted,b Normal,6,Good Data,1,0.213,Right,73,Ken Rudolph,180
Overweight,"O3: [26,26.5)",OvWgt 2,26.317567568,Batted,c Overwgt,39,Good Data,1,0.282,Right,74,Wayne Nordhagen,205
Overweight,"O1: [25,25.5)",OvWgt 1,25.107142857,Batted,c Overwgt,21,Good Data,1,0.257,Both,70,Biff Pocoroba,175
Normal,"N4: [24,25)",Normal 2,24.391891892,Batted,b Normal,30,Good Data,1,0.234,Left,74,Len Matuszek,190
Overweight,"O2: [25.5,26)",OvWgt 1,25.799444555,No Batting,c Overwgt,0,Good Data,1,0,Right,71,Frank Eufemia,185
Normal,"N4: [24,25)",Normal 2,24.389795918,Batted,b Normal,31,Good Data,1,0.258,Left,70,Joe Lefebvre,170
Normal,"N4: [24,25)",Normal 2,24.391891892,Batted,b Normal,7,Good Data,1,0.201,Left,74,Jim Maloney,190
Normal,"N2: [22,23)",Normal 1,22.237755102,Batted,b Normal,5,Good Data,1,0.251,Right,70,Andre Robertson,155
Normal,"N3: [22,24)",Normal 2,23.75,Batted,b Normal,3,Good Data,1,0.204,Right,74,Jerry Zimmerman,185
Overweight,"O4: [26.5,30)",OvWgt 2,27.891291410,No Batting,c Overwgt,0,Good Data,1,0,Right,71,Jack Lazorko,200
Overweight,"O3: [26,26.5)",OvWgt 2,26.496726840,No Batting,c Overwgt,0,Good Data,1,0,Right,71,Mike Paxton,190
Overweight,"O2: [25.5,26)",OvWgt 1,25.765817901,Batted,c Overwgt,215,Good Data,1,0.273,Right,72,Chet Lemon,190
Normal,"N4: [24,25)",Normal 2,24.391891892,No Batting,b Normal,0,Good Data,1,0,Right,74,Rickey Keeton,190
Normal,"N4: [24,25)",Normal 2,24.409722222,Batted,b Normal,8,Good Data,1,0.264,Left,72,Phil Mankowski,180
Overweight,"O1: [25,25.5)",OvWgt 1,25.087770062,Batted,c Overwgt,93,Good Data,1,0.281,Right,72,Cleon Jones,185
Normal,"N3: [22,24)",Normal 2,23.053626543,Batted,b Normal,5,Good Data,1,0.127,Both,72,Joaquin Andujar,170
Normal,"N4: [24,25)",Normal 2,24.409722222,Batted,b Normal,90,Good Data,1,0.247,Left,72,Mike Lum,180
Normal,"N1: [19,22)",Normal 1,21.871111111,Batted,b Normal,99,Good Data,1,0.278,Left,75,Johnny Grubb,175
Normal,"N4: [24,25)",Normal 2,24.933391003,Batted,b Normal,25,Good Data,1,0.213,Right,68,Curt Motton,164
Overweight,"O2: [25.5,26)",OvWgt 1,25.988177895,Batted,c Overwgt,389,Good Data,1,0.267,Right,73,Johnny Bench,197
Normal,"N4: [24,25)",Normal 2,24.409722222,Batted,b Normal,49,Good Data,1,0.236,Right,72,Dale Berra,180
Normal,"N3: [22,24)",Normal 2,23.745543254,No Batting,b Normal,0,Good Data,1,0,Right,73,Terry Felton,180
Normal,"N3: [22,24)",Normal 2,23.085944830,Batted,b Normal,8,Good Data,1,0.236,Both,73,Bob Meacham,175
Normal,"N4: [24,25)",Normal 2,24.342105263,No Batting,b Normal,0,Good Data,1,0,Right,76,Mark Clear,200
Normal,"N4: [24,25)",Normal 2,24.389795918,Batted,b Normal,31,Good Data,1,0.248,Right,70,Carl Warwick,170
Normal,"N4: [24,25)",Normal 2,24.800900732,Batted,b Normal,45,Good Data,1,0.223,Right,73,Sam Bowens,188
Overweight,"O1: [25,25.5)",OvWgt 1,25.102162269,Batted,c Overwgt,42,Good Data,1,0.245,Both,71,George Wright,180
Overweight,"O2: [25.5,26)",OvWgt 1,25.544843520,Batted,c Overwgt,37,Good Data,1,0.236,Right,69,Luis Aguayo,173
Normal,"N3: [22,24)",Normal 2,23.108108108,Batted,b Normal,8,Good Data,1,0.228,Right,74,Hal Lanier,180
Overweight,"O1: [25,25.5)",OvWgt 1,25.033783784,No Batting,c Overwgt,0,Good Data,1,0,Left,74,Mike Pazik,195
Normal,"N4: [24,25)",Normal 2,24.246326531,Batted,b Normal,27,Good Data,1,0.257,Both,70,Len Randle,169
Normal,"N4: [24,25)",Normal 2,24.409722222,Batted,b Normal,14,Good Data,1,0.25,Right,72,Greg Pryor,180
Overweight,"O3: [26,26.5)",OvWgt 2,26.308256173,Batted,c Overwgt,27,Good Data,1,0.227,Left,72,Jim Traber,194
Normal,"N2: [22,23)",Normal 1,22.955102041,Batted,b Normal,20,Good Data,1,0.244,Right,70,Dave Nelson,160
Overweight,"O2: [25.5,26)",OvWgt 1,25.840159630,Batted,c Overwgt,7,Good Data,1,0.252,Right,69,Lynn Jones,175
Normal,"N2: [22,23)",Normal 1,22.955102041,Batted,b Normal,3,Good Data,1,0.245,Both,70,Bryan Little,160
Overweight,"O2: [25.5,26)",OvWgt 1,25.840159630,Batted,c Overwgt,5,Good Data,1,0.227,Right,69,Ken Suarez,175
Overweight,"O1: [25,25.5)",OvWgt 1,25.101869355,Batted,c Overwgt,2,Good Data,1,0.277,Both,69,Rick Peters,170
Normal,"N3: [22,24)",Normal 2,23.75,Batted,b Normal,6,Good Data,1,0.241,Left,74,Ron Stone,185
Normal,"N2: [22,23)",Normal 1,22.638157895,No Batting,b Normal,0,Good Data,1,0,Right,76,Rich Barnes,186
Overweight,"O4: [26.5,30)",OvWgt 2,27.194009125,Batted,c Overwgt,130,Good Data,1,0.255,Right,71,Tommie Agee,195
Normal,"N3: [22,24)",Normal 2,23.745543254,Batted,b Normal,189,Good Data,1,0.257,Right,73,Bob Bailey,180
Overweight,"O1: [25,25.5)",OvWgt 1,25.033783784,Batted,c Overwgt,19,Good Data,1,0.23,Right,74,Cap Peterson,195
Normal,"N4: [24,25)",Normal 2,24.391891892,Batted,b Normal,36,Good Data,1,0.263,Left,74,Ted Uhlaender,190
Overweight,"O4: [26.5,30)",OvWgt 2,26.915096211,Batted,c Overwgt,248,Good Data,1,0.285,Both,71,Ted Simmons,193
Normal,"N2: [22,23)",Normal 1,22.313033128,Batted,b Normal,252,Good Data,1,0.277,Left,71,Bobby Murcer,160
Normal,"N2: [22,23)",Normal 1,22.313033128,Batted,b Normal,8,Good Data,1,0.213,Right,71,Dick Tracewski,160
Overweight,"O4: [26.5,30)",OvWgt 2,27.154010519,No Batting,c Overwgt,0,Good Data,1,0,Right,78,Dave Frost,235
Normal,"N4: [24,25)",Normal 2,24.409722222,No Batting,b Normal,0,Good Data,1,0,Left,72,Mark Souza,180
Overweight,"O2: [25.5,26)",OvWgt 1,25.675675676,Batted,c Overwgt,25,Good Data,1,0.241,Right,74,Bill Nahorodny,200
Overweight,"O1: [25,25.5)",OvWgt 1,25.102162269,Batted,c Overwgt,163,Good Data,1,0.305,Right,71,Bill Madlock,180
Overweight,"O1: [25,25.5)",OvWgt 1,25.033783784,Batted,c Overwgt,105,Good Data,1,0.254,Right,74,Bob Boone,195
Normal,"N2: [22,23)",Normal 1,22.528250970,No Batting,b Normal,0,Good Data,1,0,Left,77,Rick Jones,190
Overweight,"O3: [26,26.5)",OvWgt 2,26.443865741,Batted,c Overwgt,130,Good Data,1,0.278,Left,72,Steve Kemp,195
Normal,"N3: [22,24)",Normal 2,23.672448980,Batted,b Normal,50,Good Data,1,0.273,Right,70,Rick Burleson,165
Normal,"N1: [19,22)",Normal 1,21.402018907,No Batting,b Normal,0,Good Data,1,0,Right,79,Jim Dorsey,190
Normal,"N4: [24,25)",Normal 2,24.409722222,No Batting,b Normal,0,Good Data,1,0,Right,72,Mark Ciardi,180
Normal,"N4: [24,25)",Normal 2,24.409722222,No Batting,b Normal,0,Good Data,1,0,Right,72,Dennis Burtt,180
Overweight,"O2: [25.5,26)",OvWgt 1,25.675675676,Batted,c Overwgt,10,Good Data,1,0.266,Right,74,Carl Taylor,200
Normal,"N3: [22,24)",Normal 2,23.108108108,Batted,b Normal,4,Good Data,1,0.233,Right,74,Terry Harmon,180
Overweight,"O3: [26,26.5)",OvWgt 2,26.443865741,Batted,c Overwgt,80,Good Data,1,0.29,Left,72,Mike Hargrove,195
Normal,"N4: [24,25)",Normal 2,24.006756757,No Batting,b Normal,0,Good Data,1,0,Right,74,Rich Yett,187
Overweight,"O4: [26.5,30)",OvWgt 2,26.972244898,Batted,c Overwgt,8,Good Data,1,0.258,Left,70,Steve Hovley,188
Overweight,"O4: [26.5,30)",OvWgt 2,28.243243243,Batted,c Overwgt,15,Good Data,1,0.229,Right,74,Don Leppert,220
Overweight,"O3: [26,26.5)",OvWgt 2,26.383936949,No Batting,c Overwgt,0,Good Data,1,0,Right,73,Matt Williams,200
Normal,"N4: [24,25)",Normal 2,24.370666667,No Batting,b Normal,0,Good Data,1,0,Right,75,Jim Burton,195
Overweight,"O4: [26.5,30)",OvWgt 2,26.959459459,No Batting,c Overwgt,0,Good Data,1,0,Right,74,Rick Anderson,210
Normal,"N1: [19,22)",Normal 1,21.246222222,No Batting,b Normal,0,Good Data,1,0,Right,75,Charlie Mitchell,170
Normal,"N3: [22,24)",Normal 2,23.731674383,No Batting,b Normal,0,Good Data,1,0,Right,72,Bill Paschall,175
Normal,"N3: [22,24)",Normal 2,23.731674383,No Batting,b Normal,0,Good Data,1,0,Both,72,John Bohnet,175
Normal,"N3: [22,24)",Normal 2,23.085944830,No Batting,b Normal,0,Good Data,1,0,Right,73,Byron McLaughlin,175
Normal,"N4: [24,25)",Normal 2,24.370666667,Batted,b Normal,354,Good Data,1,0.267,Right,75,Lee May,195
Normal,"N2: [22,23)",Normal 1,22.466216216,No Batting,b Normal,0,Good Data,1,0,Left,74,Luis Quintana,175
Normal,"N2: [22,23)",Normal 1,22.528250970,Batted,b Normal,2,Good Data,1,0.154,Left,77,Sam McDowell,190
Overweight,"O1: [25,25.5)",OvWgt 1,25.494598765,Batted,c Overwgt,20,Good Data,1,0.221,Right,72,Rick Renick,188
Overweight,"O3: [26,26.5)",OvWgt 2,26.443865741,Batted,c Overwgt,8,Good Data,1,0.214,Right,72,Jeff Torborg,195
Normal,"N3: [22,24)",Normal 2,23.745543254,Batted,b Normal,20,Good Data,1,0.213,Right,73,Dave Campbell,180
Normal,"N4: [24,25)",Normal 2,24.405141678,Batted,b Normal,76,Good Data,1,0.264,Left,73,Pat Kelly,185
Normal,"N1: [19,22)",Normal 1,21.697530864,Batted,b Normal,7,Good Data,1,0.219,Both,72,Al Weis,160
Overweight,"O4: [26.5,30)",OvWgt 2,26.578449905,Batted,c Overwgt,45,Good Data,1,0.257,Left,69,Jerry Turner,180
Normal,"N2: [22,23)",Normal 1,22.375578704,Batted,b Normal,9,Good Data,1,0.22,Right,72,Rick Auerbach,165
Normal,"N3: [22,24)",Normal 2,23.125,No Batting,b Normal,0,Good Data,1,0,Right,76,Keith Macwhorter,190
Overweight,"O1: [25,25.5)",OvWgt 1,25.033783784,Batted,c Overwgt,1,Good Data,1,0.146,Right,74,Don Wilson,195
Normal,"N4: [24,25)",Normal 2,24.342105263,No Batting,b Normal,0,Good Data,1,0,Right,76,Jaime Cocanower,200
Normal,"N3: [22,24)",Normal 2,23.085944830,No Batting,b Normal,0,Good Data,1,0,Right,73,Jeff Sellers,175
Overweight,"O2: [25.5,26)",OvWgt 1,25.845588235,Batted,c Overwgt,7,Good Data,1,0.23,Left,68,Sandy Valdespino,170
Overweight,"O3: [26,26.5)",OvWgt 2,26.317567568,No Batting,c Overwgt,0,Good Data,1,0,Right,74,Steve Senteney,205
Overweight,"O3: [26,26.5)",OvWgt 2,26.443865741,No Batting,c Overwgt,0,Good Data,1,0,Right,72,Howard Bailey,195
Normal,"N2: [22,23)",Normal 1,22.496,No Batting,b Normal,0,Good Data,1,0,Right,75,Jeff Bettendorf,180
Overweight,"O4: [26.5,30)",OvWgt 2,27.571214111,Batted,c Overwgt,123,Good Data,1,0.239,Left,73,Ken Phelps,209
Normal,"N2: [22,23)",Normal 1,22.466216216,Batted,b Normal,199,Good Data,1,0.285,Right,74,Cesar Cedeno,175
Overweight,"O1: [25,25.5)",OvWgt 1,25.087770062,No Batting,c Overwgt,0,Good Data,1,0,Right,72,Bob Davidson,185
Normal,"N3: [22,24)",Normal 2,23.745543254,Batted,b Normal,11,Good Data,1,0.235,Right,73,Phil Linz,180
Normal,"N2: [22,23)",Normal 1,22.955102041,Batted,b Normal,31,Good Data,1,0.304,Right,70,Manny Mota,160
Normal,"N3: [22,24)",Normal 2,23.120888889,No Batting,b Normal,0,Good Data,1,0,Left,75,Brian Snyder,185
Overweight,"O4: [26.5,30)",OvWgt 2,27.271040648,Batted,c Overwgt,6,Good Data,1,0.215,Right,77,Steve Renko,230
Overweight,"O2: [25.5,26)",OvWgt 1,25.724338525,Batted,c Overwgt,9,Good Data,1,0.243,Left,73,Rick Sofield,195
Overweight,"O1: [25,25.5)",OvWgt 1,25.102162269,No Batting,c Overwgt,0,Good Data,1,0,Right,71,Carlos Velazquez,180
Normal,"N4: [24,25)",Normal 2,24.995555556,No Batting,b Normal,0,Good Data,1,0,Right,75,Roger Miller,200
Normal,"N4: [24,25)",Normal 2,24.391891892,Batted,b Normal,237,Good Data,1,0.259,Right,74,Doug DeCinces,190
Normal,"N4: [24,25)",Normal 2,24.404879984,Batted,b Normal,41,Good Data,1,0.278,Right,71,John Castino,175
Overweight,"O4: [26.5,30)",OvWgt 2,26.685306122,Batted,c Overwgt,96,Good Data,1,0.251,Left,70,Dave May,186
Normal,"N1: [19,22)",Normal 1,21.615750843,Batted,b Normal,20,Good Data,1,0.261,Right,71,Ron Washington,155
Normal,"N3: [22,24)",Normal 2,23.672448980,Batted,b Normal,28,Good Data,1,0.236,Right,70,Billy Grabarkewitz,165
